Wreck ID,Strauss ID,Name,Parker Number,Sea area,Country,Region,Latitude,Longitude,Min depth,Max depth,Depth,Period,Dating,Earliest date,Latest date,Date range,Mid point of date range,Probability,Place of origin,Place of destination,Reference,Comments,Amphorae,Marble,Columns etc,Sarcophagi,Blocks,Marble type,Other cargo,Hull remains,Shipboard paraphernalia,Ship equipment,Estimated tonnage,Amphora type
8952,0,Mandriola A,,,Italy,Sardinia,40.03069,8.39767,4,4,4m,Late Roman,end C3rd -beginning 4th AD,275,325,0,0,0,Spain,,"P. Spanu, Tharros Felix-2 (2006), 181ff","A late Roman Spanish/African cargo, similar to Cala Reale (L'Asinara ) wreck.",TRUE,FALSE,FALSE,FALSE,FALSE,,Many fragments of African table ware,,,,0,
8953,0,Cala Su Pallosu,,,Italy,Sardinia,40.04279,8.39492,4,7,7m,Roman Republic,C2nd BC,-200,-100,0,0,0,Sardinia,,"E. Solinas and I. 147-Sanna, Tharros Felix-2 (2006), 147-151; D Salvi, Tharros Felix-2 (2006), 154-160.","A cargo of millstones, some glass and cups.",TRUE,FALSE,FALSE,FALSE,FALSE,,Millstones - 4 lower cone-shaped parts (metae) and 5 upper parts (catilli). Glass. Cups.,,,,0,
8954,0,Sa Tonnara A,,,Italy,Sardinia,40.05386,8.40351,6,6,6m,Roman Republic,first half C2nd BC,-200,-150,0,0,0,,,"E. Sechi, Tharros-Felix 2 (2006), 164 ff.",Amphorae of these types had previously been brought to the surface without excavation of the site in the 1970s and 80s. It seems reasonable to assume that this is a site of a shipwreck.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8826,0,Mucurune,,,Italy,Puglia,40.06689,18.48793,0,0,,Late Republican,,-200,-50,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html        site 6, area 8",The site area can be identified by a wide spread of amphorae sherds,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"A large 2m anchor, heavily concreted, lying with the shaft and arms resting against a large block.",0,
8411,0,Santa Caterina di Nardo,1032,,Italy,Puglia,40.13633,17.95166,,,,Hellenstic,mid C2nd BC,-175,-125,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html              site 7, area 9",,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,
8823,0,Santa Caterina di Nardo 2,,,Italy,Puglia,40.13633,17.95166,0,0,,Hellenistic,,-400,-200,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html      site 161, area 9",,TRUE,FALSE,FALSE,FALSE,FALSE,,Cooking ware.,,,"Large river stones, clearly not associated  to the geomorphology of the site and are therefore to be considered as ballast.",0,
8825,0,Cala Palombara,,,Italy,Puglia,40.14829,18.49823,0,0,,Late Republican,end C 2nd-end 1st BC,-100,0,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html       site 149, area 8",The site is covered with scattered pieces of amphorae attached to the seabad or amassed inside the cavaties if the rocks.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8822,0,Nardo,,,Italy,Puglia,40.15102,17.92419,0,0,,Late Republic,C2nd-1st BC,-200,-50,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html       site 164, area 9",A probable shipwreck,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8810,0,Punta Licosa 2,,,Italy,Campania,40.25368,14.90192,0,0,,Rom Rep/Imperial,,-100,100,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html   site 59, area 22","A probable wreck although no hull fragments were discovered, and various random amphorae were found nearby - an archaic Greek C6th, Lamboglia 2/Dressel 6 and the base of a medieval jar.",FALSE,TRUE,FALSE,FALSE,TRUE,About 15-20  blocks with dimensions varying from 50 to 100cm which have clearly been squared,,,,,0,
8329,0,Punta Licosa 1,947,,Italy,Campania,40.25509,14.86724,30,32,30m,Roman Republican,C1st BC,-100,-1,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html       site 51, area 22                 C. Beltrame, Vita di Bordo in Eta Romana, 2002, p. 459",Excavation and recovery 1990-1995 of the cargo of amphorae.,TRUE,FALSE,FALSE,FALSE,FALSE,,,Several wooden fragments.,,"A lead anchor stock and a piece of lead tubing, probably part of the bilge pump.",,
212,351,Torre Chianca,1153,Central Mediterranean,Italy,"South east of Taranto, Puglia",40.26248,17.8569,6,6,6m,Roman Imperial,Mid C 3rd AD,225,275,,,,Euboea,Rome?,"Unpublished, Parker (1992), 1153.                                                                                                                             http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html               site 155, area 9",A shipwreck of Dr. 43 (AC 4) wine amphorae from Crete and marble columns.,TRUE,TRUE,TRUE,FALSE,FALSE,"Five marble columns, 8-9m long of cipollino, lying approximately 50cm apart, still in the original position in which they were transported. Another 2 are still buried in sand.",A lead seal marked with a Greek monogram and a star.,,,,,
8706,0,La Speranza,,,Italy,Sardinia,40.369,8.37707,3,4,4m,Roman Imperial,1st half C1st AD,1,50,0,0,0,Baetica,,http://www.archaeogate.org/subacquea/article/115/3/rinvenimenti-archeologici-subacquei-in-sardegna-sud-occ.html,A totally shattered wreck of Dr 8-9 amphorae spread over a 100m sq area.,TRUE,FALSE,FALSE,FALSE,FALSE,,Concretions of iron items?,,"A bowl, broken Dr 7-11 amphorae",,0,
8827,0,Torre Chianca (Lecce),,,Italy,Puglia,40.46039,18.21807,0,0,,Roman Imperial,C2nd-4th AD,175,400,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html             sites 81, 167 and 168  area 7",Three connected sites that may well be one shipwreck.,TRUE,FALSE,FALSE,FALSE,FALSE,,,"A 3m x 20cm piece of wood, probably part of a keelson. Close by are at least 5 pieces of planking and other external planking boards, all mortise and tenon. Lead sheathing found on site 168 may be part of the same hull. Part of a keel found at site 167 may be part of the same hull too.",,,0,
8689,0,Bocca Grande,,,Italy,"Capri, Campania",40.53607,14.18644,0,0,,Late Rep/early Imp,C1st BC- AD,-100,100,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html                 archeomar site 80, area 25",The deposit measures approximately 15-16m in length and 8m in width and rises from the seabed about 3-4m.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8877,0,Alghero 1,,,Italy,Sardinia,40.55756,8.30944,0,0,,Roman Imperial,late C1st BC- mid 2nd AD,-25,150,0,0,0,,,"C. Beltrame, Vita di Bordo in Eta Romana, 2002, p. 460; P Spanu (personal communication to Beltrame).",,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8691,0,Punta dell'Arcera,,,Italy,Capri,40.561,14.19871,0,0,,Late Antique,C4th-middle 5th AD,300,450,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html                site 180, area 25              http://www.archeomar.it/index.php?option=com_content&task=view&id=21&Itemid=35#relitti","A large accumulation of amphorae seemingly still in their original vertical position, with an inclination of between 30-40 degreeswith respect to the seabed. A few amphorae lie randomly on top.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8690,0,Bocca Piccola 1,,,Italy,"Capri, Campania",40.56359,14.27999,0,0,,Roman Imperial,,1,150,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html  site 178, area 25",Fragments of amphorae possibly belonging to a wreck.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8807,0,Bocca Piccola 2,,,Italy,Capri,40.56359,14.27999,0,0,,Roman Imperial,C1st-2nd AD,50,150,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html   site 189, area 25               http://www.archeomar.it/index.php?option=com_content&task=view&id=21&Itemid=35#relitti","A long, oval mound of amphorae measuring approximately 12m by 2.5m with a height of about 80-100cm.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8725,0,Capo Galera,,,Italy,Sardinia,40.569,8.24592,0,0,,Islamic,C12th-13th,1100,1300,0,0,0,,,"P. Spanu, in Atti del Convegno Mazionale di Archeologia Subacquea. Anzio 1996 (1997), 109-119; C. Beltrame, Vita di Bordo in Eta Romana (2002), 462",An Islamic cargo investigated in the 1990s.,TRUE,FALSE,FALSE,FALSE,FALSE,,"Glazed pottery - bowls, plates and casseroles",,"Sandals, a silver pitcher and a musical wind instrument.",,0,
8704,0,Lazzaretto B,,,Italy,Sardinia,40.57937,8.24798,0,0,,Roman Imperial,C2nd AD,100,200,0,0,0,,,http://members.xoom.it/crasa/cracur.htm,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8809,0,Li Galli - Vetara,,,Italy,Campania,40.58051,14.36428,0,0,,Roman Rep/Imp,C1st BC-1st AD,-100,100,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html  site 260, area 25",Heavily looted complete cargo of amphorae of which only two remain since its discovery 40 years ago.,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,0,
8006,0,Lazzaretto A,594,,Italy,Sardinia,40.58068,8.2485,2,2,2m,Late Roman,early C4th AD,315,325,0,0,0,,,http://members.xoom.it/crasa/lazzaa.htm,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
144,353,Punta del Serrone,,Central Mediterranean,Italy,"Near Brindisi, Puglia",40.6,17.95,15,16,16m,Roman Imperial,second half C3rd AD,250,300,,,,Greece?,Rome?,"I Bronzi di Punta del Serrone: Ricerche Archeologiche Subacquee a Brindisi 1992, Bollettino di Archeologia, (Puglia, 1992); C. Beltrame, Vita di Bordo in Eta Romana (2002), 457; G. Lattanzi, Navi e Citta Sommerse (2007), 137-46.",A cargo of amphorae and bronze statues was excavated in the early 1990s. The bronzes may have belonged to a collector or they may have been a cargo of metal ready for recasting.,TRUE,FALSE,FALSE,FALSE,FALSE,,"A bronze foot (45cm) was found in 1972, followed by another 150 pieces of bronze sculpture in 1992 in an area 15m x 10m. Another foot, two statues, one late Hellenistic male nude, another Augustan male in a toga (1.47m). Seven bronze heads are better conserved, two date to the C4th BC, one with a short beard to the Late Hellenistic period, another male head and two female heads to the early Imperial period, and a final male head to late Imperial times. This was either a ship carrying works of art belonging to a private collector or a cargo of metal ready for recasting.",Some pieces of lead sheathing are all that remain on the rocky bottom.,,A sounding lead and a lead ring.,,
8829,0,Isole Pedagne Grandi,,,Italy,Puglia,40.60026,18.04779,0,0,,Late Rep/Imperial,late C1st BC-early 1st AD,-25,25,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html          site 5, area 6","A probable shipwreck with a variety of very fragmented pottery, including amphorae, coarse ware and glazed pieces, with assorted pieces of wood.",TRUE,TRUE,TRUE,FALSE,FALSE,Various broken pieces of an unidentified column.,,Assorted pieces of wood.,,,0,
8857,0,Çamalti Burnu 1,,,Turkey,Marmara,40.64299,27.52349,20,32,32m,Byzantine,C 13th AD,1204,1280,0,0,0,Ganos,,"http://www.nautarch.org/camalti.htm        ""Marmara Adasi, Camalti Burnu I Batigi-1999/2000"", XXIII. Kazi Sonuclari Sempozyumu, Ankara, 2002, p. 381-390     ""Camalti Burnu I Batigi"", Bogazici Universitesi, 2002 Sualti Bilim ve Teknolojisi Toplantisi, Istanbul, (2002), p. 51-54         ""Camalti Burnu I Wreck - 98/99 Field Seasons"", VIIth International Symposium on Ship Construction in Antiquity, Tropis VII (Atina), 2002, p. 391-399; N. Gunsenin, Anatalia Antiqua IX (2001), 117-133;  Anatolia Antiqua XI, Paris (2003), 361-376","Over an area 42m x 18m, at least 800 stamped amphorae have been found on a 25m long merchant ship that had 2 masts and a half deck. The amphorae on this wreck have been dated to the thirteenth century , placing them among the last amphorae in large-scale commercial use. Some of them had stamps and graffitti and wooden stoppers.",TRUE,FALSE,FALSE,FALSE,FALSE,,Other types of storage jars and two or three dozen broken anchors destined to be repaired or used as scrap iron,"Poorly preserved due to marine organisms. Only 1m of the keel, a few frame segments, a short length of bilge wale and the traceable remains of perhaps 6 strakes.","Various high quality ceramics including one handled jars, cooking pots, decorated glazed plates, a sgraffito plate and a cup.","Three anchors, 2 Y type and 1 T type.",100,
9026,0,Çamalti Burnu 2,,,Turkey,Marmara islands,40.64299,27.52349,0,0,,Byzantine,C11th AD,1000,1100,0,0,0,,,http://www.nautarch.org/sites.htm,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8711,0,Cala del Falco 1,,,Italy,Sardinia,40.65536,8.18344,2,2,2m,Roman Imperial,C3rd AD,200,300,0,0,0,Baetica,,http://www.archaeogate.org/subacquea/article/115/3/rinvenimenti-archeologici-subacquei-in-sardegna-sud-occ.html,,TRUE,FALSE,FALSE,FALSE,FALSE,,In the late '70s a 4m long lead bar was still visible .,,,,0,
9056,0,Cala del Falco 2,,,Italy,Sardinia,40.65536,8.18344,7,7,7m,Roman Imperial,second quarter C1st AD,25,50,0,0,0,,,http://www.archaeogate.org/subacquea/article/115/3/rinvenimenti-archeologici-subacquei-in-sardegna-sud-occ.html,A second Roman wreck in the bay,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,Two lead anchor stocks.,0,
8935,0,Anataş  Adacik (Palapetra),,,Turkey,Marmara islands,40.65654,27.54821,34,34,34m,Byzantine,C11th AD,1000,1100,0,0,0,,,"N. Gunsenin, Archaeonautica 14 (1998), 312         http://www.nautarch.org/sites.htm",,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,A Y type anchor,0,
8828,0,Torre Testa - Porto di Brindisi,,,Italy,Puglia,40.68831,17.88368,0,0,,Roman Republic,C2nd-mid 1st BC,-200,-50,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html            site 271, area 6",A range of pottery spread over a vast area of silt and debris. Maybe a shipwreck that has been disturbed by the continuous passage of lare ships.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8693,0,Ischia,,,Italy,Campania,40.72571,13.96164,0,0,,Roman,C3rd BC-3rd AD??,-300,300,0,0,0,,,http://www.archeosub.it/news2002/news0203.htm#ischia,Artefacts were found suggesting a Roman ship that also seems to be a bireme.,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8705,0,Ottiolu,,,Italy,Sardinia,40.73808,9.715,3,3,3m,Roman Imperial,C1st AD,1,100,0,0,0,,,http://www.archeosub.it/news2003/news0306.htm#ottiolu,,TRUE,TRUE,TRUE,FALSE,FALSE,"Finished grey, fine-grained marble slabs, possibly from Luna.",,Some fragments of wood and some nails.,,,0,
8537,0,Torre Santa Sabina 1,1162,,Italy,Brindisi,40.75993,17.70652,3,3,3m,,,-25,25,0,0,0,,,"C. Beltrame, Vita di Bordo in Eta Romana (2002), 457",,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
8698,0,Torre Santa Sabina 2,,,Italy,Brindisi,40.75993,17.70652,3,3,3m,Hellenistic/Roman,,-300,300,0,0,0,,,"F. Zongolo, Atti del Convegno Nazionale de Archeologia Subacquea: Antium May-June 1996 (1997), 245-249; C. Beltrame, Vita di Bordo in Eta Romana (2002), 457",,FALSE,FALSE,FALSE,FALSE,FALSE,,,The outline of the ship is visible and construction points to mortise and tenon joints.,,,0,
8805,0,Marina Grande di Bacoli,,,Italy,Campania,40.80325,14.08361,0,0,,late Rep/early Imp,2nd half C1st BC- end C1st AD,-50,100,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html               archeomar site 53, area 25",A probable shipwreck as there are several intact amphorae in what looks like their original position.,TRUE,FALSE,FALSE,FALSE,FALSE,,Numerous fragments of unidentified pottery.,,,,0,
7577,0,Cala Rossano,153,,Italy,Ventotene,40.8039,13.43181,,,,Roman Imperial,C 1st AD,30,60,0,0,0,Baetica,,"C. Beltrame, Vita di Bordo in Eta Romana, 2002, p. 459; F. Arata,  Archeologia Subacquea. Studi, ricerche e documenti 1 (1993), 131-151.",A partially looted site excavated in 1990.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,Elements of the bilge pump are all that remain.,,
8808,0,Golfo di Pozzuoli,,,Italy,Campania,40.81468,14.11983,0,0,,Late Imperial,C3rd-5th AD,200,500,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html  site 211, area 25",The site of a probable shipwreck with a cargo of various African amphorae.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8806,0,Golfo di Pozzuoli (Le Crastole),,,Italy,Campania,40.82027,14.1164,0,0,,Roman Imperial,,1,300,0,0,0,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html             archeomar site 57, area 25",,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8922,0,Baia Salinedda (San Teodoro),,,Italy,Sardinia,40.84127,9.72049,0,0,not known,Roman Imperial,C3rd-4th AD,200,400,0,0,0,,,"G. Lattanzi, Navi e Citta Sommerse (2007), 104              http://www.icimar.it/museo/relitto_baia_salinedda.htm",The remains of a ship and its contents spread over an area approximately 14.7m x 4m excavared in the 1990s.,TRUE,FALSE,FALSE,FALSE,FALSE,,"Ceramics, glass and metal?","Three sections reamin: the larger fragment (4.7 x 1.95 m) consists of nine exterior planks, another fragment comes from the ceiling, while another section is of frames and shell plating covering an area of 2.6 m x 2m.  The predominant species of wood used for the construction are those so-called Mediterranean pines (Pinus pinaster, Pinus halepensis), although oak and olive are also found.",,,0,
8879,0,Napoli A,,,Italy,Campania,40.84181,14.25544,0,0,0m,Roman Imperial,end of C 1st AD,75,100,0,0,0,,,"D. Giampola et al, Archeologia Maritima Mediterranea (2005), 63-91; C.  Capretti et al, Archaeometry 50 (2008), 855-876","The 3 Napoli ships, A, B and C were found during construction work for the underground and are well preserved due to their submersion in mud and silt.",FALSE,FALSE,FALSE,FALSE,FALSE,,,Excellent condition. The remains of the hull measure 11.77m by 3.32m wide and were coated in resin. Many repairs can be seen.,,,0,
8880,0,Napoli B,,,Italy,Campania,40.84181,14.25544,0,0,0m,Roman Imperial,end of C1st- beg C2nd AD,180,220,0,0,0,,,"D. Giampola et al, Archeologia maritima Mediterranea (2005), 63-91; C.  Capretti et al, Archaeometry 50 (2008), 855-876","Although fairly well preserved, this ship is not as intact as Napoli A.",FALSE,FALSE,FALSE,FALSE,FALSE,,,The intact hull remains measure 8m by 2m.,,,0,
8881,0,Napoli C,,,Italy,Campania,40.84181,14.25544,0,0,0m,Roman Imperial,C1st AD,1,100,0,0,0,,,"D. Giampola et al, Archeologia maritima Mediterranea (2005), 63-91; C.  Capretti et al, Archaeometry 50 (2008), 855-876",This ship was probably used only for loading and unloading within the port of Naples.,FALSE,FALSE,FALSE,FALSE,FALSE,,,"Excellent remains, measuring 13.2m by 3.7m.",,,0,
8921,0,Siciliano (Porto San Paolo),,,Italy,Sardinia,40.88246,9.63805,4,4,4m,Roman Imperial,C3rd AD,200,300,0,0,0,North Africa,,"R. D'Oriano, Bollettino di Archaeolgia 46-48 (1997), 81-82; E. Riccardi, Bollettino di Archaeolgia 46-48 (1997), 82-86; G. Lattanzi, Navi e Citta Sommerse (2007), 104",,TRUE,FALSE,FALSE,FALSE,FALSE,,Ceramics: Ostia III 267 and Ostia I 17 plates,"Two sections of the hull are preserved, part of the bottom (5.65m of the keel) and part of the right side; some lead sheathing and repairs. The ship measured between 15 and 20m long and was built with great care.","Part of an oil lamp and a coin dated to the C2nd, pointing to the long history of the ship; ceramics and part of a bronze pin.",,0,
149,421,Coscia di Donna,,Tyrrhenian Sea,Italy,"Near Punta del Francese, north-west Sardinia",40.8919,8.21365,12,15,15m,Roman Imperial,Late C1st AD,75,100,,,,Luna?,France/Spain?,http://archeogate.it/subacquea/article.php?id=115&offset=3,A cargo of marble.,FALSE,TRUE,FALSE,FALSE,TRUE,"A central file of three blocks of white marble 2.2msq.; on each side are four rectangular blocks 2.8m x 1.2m x 0.8m; at the end, four rectangular blocks of the same dimensions. A total of about 100m cubed, weighing 265-275 tons. Could be Luna marble but not certain. Small black and white marble chips, possibly from earlier voyages.",,"No hull remains but the ship was probably 17.65m long with a breadth of 7.8m, judging by the neat position of the marble blocks.","Some shipboard ceramics under the marble, including Gauloise 5, Agora M254 and Dr.12.",Lead anchor stock 5m from the marble blocks.,270,
8710,0,Olbia Late Roman 1,,,Italy,Sardinia,40.91148,9.50738,0,0,0m,Late Roman,mid C5th AD,425,475,0,0,0,,,"R. D'Oriano, Archeologia in Sardegna, 2007,  98-103                                                                                                                                   http://www.archeosub.it/news2000/news0009.htm#olbia",At least eleven C5th shipwrecks found during construction work of the tunnel in Olbia and excavated between 1999 and 2001. They are lying side by side and have been burned and sunk. This was correlated with the assault and destruction of the city by the Vandals in the C5th AD. The area in fact corresponds to the port of ancient Olbia.,FALSE,FALSE,FALSE,FALSE,FALSE,,,"Remains of nine Late Roman wrecks, some of which were as long as 30m. Four rudders over 8m long, only seen previously in the now burnt Lake Nemi ships. Characteristics of transition between the technical construction of  Greek-Roman to Medieval shipbuilding can be seen.",,,0,
8724,0,Olbia Roman Imperial,,,Italy,Sardinia,40.91148,9.50738,0,0,0m,Roman Imperial,mid-late C1st AD,60,70,0,0,0,,,"E. Riccardi, IJNA 31 (2002) 268-269; R. D'Oriano, Archeologia in Sardegna, 2007,  98-103","Two C1st AD merchant ships that had sunk in a flood were found during the construction work in Olbia and excavated between 1999 and 2001. In this area was also found the remains of a naval shipyard and amongst these remains, a 7.6m length of a mast was found (probably half its original length).",TRUE,FALSE,FALSE,FALSE,FALSE,,Oil lamps and glassware.,,,,0,
8924,0,Olbia (statue),,,Italy,Sardinia,40.91148,9.50738,0,0,,,,-150,400,0,0,0,,,"G. Lattanzi, Navi e Citta Sommerse (2007), 104",Discovered in 1990.,TRUE,FALSE,FALSE,FALSE,FALSE,,Fragments of a terracotta statue of Hercules.,,,,0,
9058,0,Olbia Late Roman 2,,,Italy,Sardinia,40.91148,9.50738,0,0,0m,Late Roman,C5th AD,400,500,0,0,0,,,"R. D'Oriano, Archeologia in Sardegna, 2007,  98-103",Three other C5th AD wrecks found during construction works in Olbia and excavated between 1999 and 2001.,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
9059,0,Olbia medieval,,,Italy,Sardinia,40.91148,9.50738,0,0,0m,Medieval,C11th-15th AD,1000,1500,0,0,0,,,"R. D'Oriano, Archeologia in Sardegna, 2007,  98-103","Five small wrecks from the eleventh, fourteenth and fifteenth centuries have been found during construction work in Olbia and excavated between 1999 and 2001.",FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
9000,0,Yenikapi,,,Turkey,Istanbul,41.00447,28.95249,0,0,0m,Byzantine,7th-11th AD,600,1099,0,0,0,,,"U. Kocabas (ed.), The Old ships of the New Gate, vol I (2008)                               http://inadiscover.com/projects/all/southern_europe_mediterranean_aegean/yenikapi_harbor_wrecks_turkey/introduction/","Thirty-four wrecks have been found in the remains of a former harbour, the Portus Theodosiacus, and are in the process of being excavated. One is a galley and at least 9 are merchant ships measuring from 8m to 19m.",FALSE,FALSE,FALSE,FALSE,FALSE,,,"Many of the timbers are well preserved, with original tool marks and intricate detail.",,,0,
8709,0,L'Asinara 2,,,Italy,Sardinia,41.01377,8.77361,200,200,200m,Roman Imperial,C 4th-5th AD,300,500,0,0,0,Lusitania,,"C. Beltrame, Vita di Bordo in Eta Romana, 2002, p. 460; P. Spanu, Atti del Convegno Nazionale di Archaologia Subacquea. Anzio 1996, (1997), 109-119.          http://www.archaeogate.org/subacquea/article/678/1/trovati-due-relitti-nei-fondali-del-golfo-dellasinara.html",A very deep wreck of Lusitanian amphorae examined by ROV in 2007.,TRUE,FALSE,FALSE,FALSE,FALSE,,A large concretion of minerals or metals.,,,,0,
9032,0,Isola Rossa 2,,,Italy,"Golfo dell'Asinara, N Sardinia",41.01725,8.84579,300,300,300m,,,-30,200,0,0,0,Baetica,Rome,http://www.archaeogate.org/subacquea/article/678/1/trovati-due-relitti-nei-fondali-del-golfo-dellasinara.html,A Roman wreck found during a deep marine survey in 2007.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
9033,0,Isola Rossa 3,,,Italy,"Golfo dell'Asinara, N Sardinia",41.01725,8.84579,200,200,200m,Late Roman?,C3rd -4th AD?,200,400,0,0,0,Lusitania,Rome,http://www.archaeogate.org/subacquea/article/678/1/trovati-due-relitti-nei-fondali-del-golfo-dellasinara.html,The second ancient wreck found during a deep marine survey in 2007,TRUE,FALSE,FALSE,FALSE,FALSE,,A concretion probably of metal,,,,0,
9057,0,L'Asinara 1,,,Italy,Sardinia,41.03112,8.73516,300,300,300m,Roman Imperial,C1st-2nd AD,50,200,0,0,0,Baetica,,http://www.archaeogate.org/subacquea/article/678/1/trovati-due-relitti-nei-fondali-del-golfo-dellasinara.html,A very deep wreck examined by ROV in 2007.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
8707,0,Cala Reale,,,Italy,Sardinia,41.05779,8.29502,8,8,8m,Late Roman,late C4th AD,380,400,0,0,0,Spain,,"C. Beltrame, Vita di Bordo in Eta Romana, 2002, p. 460; P. Spanu, Atti del Convegno Nazionale di Archaologia Subacquea. Anzio 1996, (1997), 109-119.          http://members.xoom.it/crasa/calareal.htm",A cargo of 5 types of mainly Spanish fish sauce amphorae found in 1995.,TRUE,FALSE,FALSE,FALSE,FALSE,,A shipment of glass paste tesserae accompanied the main cargo of amphorae.,,A coin manufactured by the mint of Rome between 364 and 367 during the reign of Valens,,0,
7531,0,Bera,100,Western Mediterranean,Spain,,41.11666,1.45,,,50,Roman Empire,C 1st AD,25,75,0,0,0,,,"Berges, 1970; Corsi-Sciallano and Liou, 1985:153; Liou, 1987b: 284",A substantial cargo that covered an area of at least 12 x 7m.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,
8923,0,Rena Maiore,,,Italy,Sardinia,41.16766,9.16191,0,0,,,,,0,0,0,0,,,"G. Lattanzi, Navi e Citta Sommerse (2007), 104",,FALSE,FALSE,FALSE,FALSE,FALSE,,"Lead ingots, many of them stamped.",,,,0,
7596,0,Sud Lavezzi 5,,Western Mediterranean,France,Corsica,41.33335,9.25512,72,72,72m,Roman Imperial,C1st-2nd AD,50,150,0,0,0,,,"Bilan Scientifique 2005, 94-96.",The site covers an area 30 x 15m with a variety of scattered remains but no obvious principal cargo suggesting wheat or some other organic material.,FALSE,FALSE,FALSE,FALSE,FALSE,,"Tegulae; ceramics, terra sigillata plates from N Italy etc","About 20m of the hull seems farily well preserved from what seems to have been a substantial ship. Fragments of lead plates (sheathing?), a bronze nail.",A Gauloise 5 amphora.,Six to eight iron anchors; a piece of the pump.,,
7996,0,Lavezzi A (1),584,Western Mediterranean,France,Corsica,41.35811,9.2637,6,13,13m,Roman Imperial,C 1st AD,25,50,0,0,0,,,"B. Liou, Archaeonutica 10 (1990), 125- 155",,TRUE,FALSE,FALSE,FALSE,FALSE,,At least 7 lead ingots and 18 copper ingots.,,,,,
7706,0,Cavallo A,283,Western Mediterranean,France,Corsica,41.3601,9.26181,,,,Roman Imperial,mid C1st AD,40,60,0,0,0,"Llobregat, Spain",,"C. Carreras Montfort and P. Berni Millet in Rivet and Sciallano (eds), Vivre, Produire et Echanger: Reflets Mediterraneans. Melanges offerts a Bernard Liou (2002), 359-369",,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,
8760,0,Cavallo 4,,Western Mediterranean,France,Corsica,41.36672,9.25186,12,12,12m,Medieval,C 14th- 15th AD,1300,1500,0,0,0,,,"Bilan Scientifique 1999, 77",An area 20 x 10m of scattered Medieval ceramics.,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,0,
